id,date,price,adjusted_price,zip
14,Aug 2021,$375K,375000,24060
14,Jul 2021,$373.1K,373100,24060
14,Jun 2021,$357.6K,357600,24060
14,May 2021,$328.4K,328400,24060
14,Apr 2021,$324.4K,324400,24060
14,Mar 2021,$306.2K,306200,24060
14,Feb 2021,$298.7K,298700,24060
14,Jan 2021,$294.2K,294200,24060
14,Dec 2020,$287.6K,287600,24060
14,Nov 2020,$281.4K,281400,24060
14,Oct 2020,$291.1K,291100,24060
14,Sep 2020,$267K,267000,24060
14,Aug 2020,$288.8K,288800,24060
14,Jul 2020,$278K,278000,24060
14,Jun 2020,$273.8K,273800,24060
14,May 2020,$266K,266000,24060
14,Apr 2020,$258.6K,258600,24060
14,Mar 2020,$273.9K,273900,24060
14,Feb 2020,$278.4K,278400,24060
14,Jan 2020,$280.9K,280900,24060
14,Dec 2019,$284.9K,284900,24060
14,Nov 2019,$279K,279000,24060
14,Oct 2019,$284K,284000,24060
14,Sep 2019,$269.8K,269800,24060
14,Aug 2019,$264.4K,264400,24060
14,Jul 2019,$265.6K,265600,24060
14,Jun 2019,$263.6K,263600,24060
14,May 2019,$262.7K,262700,24060
14,Apr 2019,$288.3K,288300,24060
14,Mar 2019,$290.7K,290700,24060
14,Feb 2019,$286.3K,286300,24060
14,Jan 2019,$283.1K,283100,24060
14,Dec 2018,$281.9K,281900,24060
14,Nov 2018,$281.2K,281200,24060
14,Oct 2018,$282.5K,282500,24060
14,Sep 2018,$278.9K,278900,24060
14,Aug 2018,$278.1K,278100,24060
14,Jul 2018,$278.9K,278900,24060
14,Jun 2018,$279.7K,279700,24060
14,May 2018,$277.2K,277200,24060
14,Apr 2018,$275.4K,275400,24060
14,Mar 2018,$276.1K,276100,24060
14,Feb 2018,$272.3K,272300,24060
14,Jan 2018,$270.8K,270800,24060
14,Dec 2017,$266.9K,266900,24060
14,Nov 2017,$267.2K,267200,24060
14,Oct 2017,$265.5K,265500,24060
14,Sep 2017,$264.4K,264400,24060
14,Aug 2017,$263.3K,263300,24060
14,Jul 2017,$264.7K,264700,24060
14,Jun 2017,$264K,264000,24060
14,May 2017,$260.8K,260800,24060
14,Apr 2017,$263K,263000,24060
14,Mar 2017,$263.1K,263100,24060
14,Feb 2017,$262K,262000,24060
14,Jan 2017,$260K,260000,24060
14,Dec 2016,$259.5K,259500,24060
14,Nov 2016,$256.4K,256399,24060
14,Oct 2016,$259.1K,259100,24060
14,Sep 2016,$259.4K,259399,24060
14,Aug 2016,$260.1K,260100,24060
14,Jul 2016,$258.9K,258899,24060
14,Jun 2016,$256K,256000,24060
14,May 2016,$251.6K,251600,24060
14,Apr 2016,$251.3K,251300,24060
14,Mar 2016,$250.4K,250400,24060
14,Feb 2016,$242.5K,242500,24060
14,Jan 2016,$245.9K,245900,24060
14,Dec 2015,$247.8K,247800,24060
14,Nov 2015,$248.1K,248100,24060
14,Oct 2015,$247.6K,247600,24060
14,Sep 2015,$248.1K,248100,24060
14,Aug 2015,$246.9K,246900,24060
14,Jul 2015,$246.3K,246300,24060
14,Jun 2015,$248K,248000,24060
14,May 2015,$249.9K,249900,24060
14,Apr 2015,$252.8K,252800,24060
14,Mar 2015,$253.6K,253600,24060
14,Feb 2015,$251.1K,251100,24060
14,Jan 2015,$245.1K,245100,24060
14,Dec 2014,$246.4K,246400,24060
14,Nov 2014,$245.8K,245800,24060
14,Oct 2014,$244.7K,244700,24060
14,Sep 2014,$241.8K,241800,24060
15,Sep 2024,$398.5K,398500,24060
15,Aug 2024,$401K,401000,24060
15,Jul 2024,$402.6K,402600,24060
15,Jun 2024,$404.9K,404900,24060
15,May 2024,$407.2K,407200,24060
15,Apr 2024,$367.1K,367100,24060
15,Mar 2024,$365.2K,365200,24060
15,Feb 2024,$356.2K,356200,24060
15,Jan 2024,$345.5K,345500,24060
15,Dec 2023,$343.9K,343900,24060
15,Nov 2023,$349.6K,349600,24060
15,Oct 2023,$353.6K,353600,24060
15,Sep 2023,$358K,358000,24060
15,Aug 2023,$359.9K,359900,24060
15,Jul 2023,$367K,367000,24060
15,Jun 2023,$375.4K,375400,24060
15,May 2023,$352K,352000,24060
15,Apr 2023,$340.8K,340800,24060
15,Mar 2023,$335.3K,335300,24060
15,Feb 2023,$318.9K,318900,24060
15,Jan 2023,$313K,313000,24060
15,Dec 2022,$318.4K,318400,24060
15,Nov 2022,$323.7K,323700,24060
15,Oct 2022,$330.1K,330100,24060
15,Sep 2022,$332.9K,332900,24060
15,Aug 2022,$333.8K,333800,24060
15,Jul 2022,$336.1K,336100,24060
15,Jun 2022,$338.6K,338600,24060
15,May 2022,$340.2K,340200,24060
15,Apr 2022,$334.9K,334900,24060
15,Mar 2022,$325.1K,325100,24060
15,Feb 2022,$310.6K,310600,24060
15,Jan 2022,$309.3K,309300,24060
15,Dec 2021,$304.2K,304200,24060
15,Nov 2021,$302.9K,302900,24060
15,Oct 2021,$305K,305000,24060
15,Sep 2021,$306.8K,306800,24060
15,Aug 2021,$312.5K,312500,24060
15,Jul 2021,$320.8K,320800,24060
15,Jun 2021,$309.9K,309900,24060
15,May 2021,$287.8K,287800,24060
15,Apr 2021,$283.7K,283700,24060
15,Mar 2021,$275K,275000,24060
15,Feb 2021,$279.6K,279600,24060
15,Jan 2021,$277.8K,277800,24060
15,Dec 2020,$274.3K,274300,24060
15,Nov 2020,$272.2K,272200,24060
15,Oct 2020,$245.2K,245200,24060
15,Sep 2020,$246.3K,246300,24060
15,Aug 2020,$253.6K,253600,24060
15,Jul 2020,$255K,255000,24060
15,Jun 2020,$257.8K,257800,24060
15,May 2020,$257.8K,257800,24060
15,Apr 2020,$262.9K,262900,24060
15,Mar 2020,$263K,263000,24060
15,Feb 2020,$260.5K,260500,24060
15,Jan 2020,$250.1K,250100,24060
15,Dec 2019,$252.3K,252300,24060
15,Nov 2019,$240.8K,240800,24060
15,Oct 2019,$248.9K,248900,24060
15,Sep 2019,$256.8K,256800,24060
15,Aug 2019,$262.5K,262500,24060
15,Jul 2019,$258.9K,258899,24060
15,Jun 2019,$258.6K,258600,24060
15,May 2019,$260.2K,260200,24060
15,Apr 2019,$239.8K,239800,24060
15,Mar 2019,$241.5K,241500,24060
15,Feb 2019,$241.1K,241100,24060
15,Jan 2019,$242.4K,242400,24060
15,Dec 2018,$237.6K,237600,24060
15,Nov 2018,$236.5K,236500,24060
15,Oct 2018,$235.1K,235100,24060
15,Sep 2018,$232.9K,232900,24060
15,Aug 2018,$231.9K,231900,24060
15,Jul 2018,$231.1K,231100,24060
15,Jun 2018,$231.5K,231500,24060
15,May 2018,$230.9K,230900,24060
15,Apr 2018,$229.6K,229600,24060
15,Mar 2018,$228.8K,228800,24060
15,Feb 2018,$223K,223000,24060
15,Jan 2018,$223.4K,223400,24060
15,Dec 2017,$222.6K,222600,24060
15,Nov 2017,$226.1K,226100,24060
15,Oct 2017,$225.1K,225100,24060
15,Sep 2017,$224.9K,224900,24060
15,Aug 2017,$222.3K,222300,24060
15,Jul 2017,$222.4K,222400,24060
15,Jun 2017,$219.5K,219500,24060
15,May 2017,$222.7K,222700,24060
15,Apr 2017,$220.7K,220700,24060
15,Mar 2017,$220.7K,220700,24060
15,Feb 2017,$221.5K,221500,24060
15,Jan 2017,$219.4K,219400,24060
15,Dec 2016,$221K,221000,24060
15,Nov 2016,$218.9K,218900,24060
15,Oct 2016,$216.7K,216700,24060
15,Sep 2016,$217.6K,217600,24060
15,Aug 2016,$217K,217000,24060
15,Jul 2016,$216.6K,216600,24060
15,Jun 2016,$216.7K,216700,24060
15,May 2016,$217.4K,217400,24060
15,Apr 2016,$216.7K,216700,24060
15,Mar 2016,$216.7K,216700,24060
15,Feb 2016,$218.3K,218300,24060
15,Jan 2016,$223.5K,223500,24060
15,Dec 2015,$213.9K,213900,24060
15,Nov 2015,$212.6K,212600,24060
15,Oct 2015,$213.4K,213400,24060
15,Sep 2015,$212K,212000,24060
15,Aug 2015,$207.4K,207400,24060
15,Jul 2015,$209.7K,209700,24060
15,Jun 2015,$211.7K,211700,24060
15,May 2015,$219K,219000,24060
15,Apr 2015,$223.5K,223500,24060
15,Mar 2015,$217.3K,217300,24060
15,Feb 2015,$220.9K,220900,24060
15,Jan 2015,$217.7K,217700,24060
15,Dec 2014,$207.2K,207200,24060
15,Nov 2014,$207.6K,207600,24060
15,Oct 2014,$214.7K,214700,24060
15,Sep 2014,$207.3K,207300,24060
16,Sep 2024,$891.2K,891200,24060
16,Aug 2024,$887K,887000,24060
16,Jul 2024,$992.9K,992900,24060
16,Jun 2024,$799.8K,799800,24060
16,May 2024,$802.9K,802900,24060
16,Apr 2024,$790.1K,790100,24060
16,Mar 2024,$786.3K,786300,24060
16,Feb 2024,$783.3K,783300,24060
16,Jan 2024,$762.6K,762600,24060
16,Dec 2023,$759.4K,759400,24060
16,Nov 2023,$769.1K,769100,24060
16,Oct 2023,$780.1K,780100,24060
16,Sep 2023,$786.6K,786600,24060
16,Aug 2023,$777.4K,777400,24060
16,Jul 2023,$778.8K,778800,24060
16,Jun 2023,$806.3K,806300,24060
16,May 2023,$771.8K,771800,24060
16,Apr 2023,$748K,748000,24060
16,Mar 2023,$731.6K,731600,24060
16,Feb 2023,$706.1K,706100,24060
16,Jan 2023,$701.4K,701400,24060
16,Dec 2022,$717.3K,717300,24060
16,Nov 2022,$730.2K,730200,24060
16,Oct 2022,$740.4K,740400,24060
16,Sep 2022,$747.4K,747400,24060
16,Aug 2022,$748.1K,748100,24060
16,Jul 2022,$761.4K,761400,24060
16,Jun 2022,$776K,776000,24060
16,May 2022,$778.2K,778200,24060
16,Apr 2022,$765.1K,765100,24060
16,Mar 2022,$737.6K,737600,24060
16,Feb 2022,$712.4K,712400,24060
16,Jan 2022,$700.2K,700200,24060
16,Dec 2021,$697.8K,697800,24060
16,Nov 2021,$690.8K,690800,24060
16,Oct 2021,$698.2K,698200,24060
16,Sep 2021,$701.3K,701300,24060
16,Aug 2021,$709.5K,709500,24060
16,Jul 2021,$726.8K,726800,24060
16,Jun 2021,$710.9K,710900,24060
16,May 2021,$679K,679000,24060
16,Apr 2021,$669K,669000,24060
16,Mar 2021,$629.2K,629200,24060
16,Feb 2021,$581.6K,581600,24060
16,Jan 2021,$581.6K,581600,24060
16,Dec 2020,$570.4K,570400,24060
16,Nov 2020,$556.6K,556600,24060
16,Oct 2020,$539K,539000,24060
16,Sep 2020,$560.8K,560800,24060
16,Aug 2020,$557.2K,557200,24060
16,Jul 2020,$554.2K,554200,24060
16,Jun 2020,$559K,559000,24060
16,May 2020,$578.5K,578500,24060
16,Apr 2020,$573K,573000,24060
16,Mar 2020,$554.4K,554400,24060
16,Feb 2020,$607.2K,607200,24060
16,Jan 2020,$574.7K,574700,24060
16,Dec 2019,$568.2K,568200,24060
16,Nov 2019,$547.6K,547600,24060
16,Oct 2019,$560.6K,560600,24060
16,Sep 2019,$513.4K,513400,24060
16,Aug 2019,$513.7K,513700,24060
16,Jul 2019,$505.7K,505700,24060
16,Jun 2019,$510.1K,510100,24060
16,May 2019,$507.2K,507200,24060
16,Apr 2019,$595.2K,595200,24060
16,Mar 2019,$594.4K,594400,24060
16,Feb 2019,$598.8K,598800,24060
16,Jan 2019,$597.6K,597600,24060
16,Dec 2018,$606K,606000,24060
16,Nov 2018,$590.6K,590600,24060
16,Oct 2018,$605.4K,605400,24060
16,Sep 2018,$590.1K,590100,24060
16,Aug 2018,$581.8K,581800,24060
16,Jul 2018,$580.2K,580200,24060
16,Jun 2018,$572.4K,572400,24060
16,May 2018,$571.9K,571900,24060
16,Apr 2018,$578.2K,578200,24060
16,Mar 2018,$566.8K,566800,24060
16,Feb 2018,$554.4K,554400,24060
16,Jan 2018,$555K,555000,24060
16,Dec 2017,$584K,584000,24060
16,Nov 2017,$587.1K,587100,24060
16,Oct 2017,$586.5K,586500,24060
16,Sep 2017,$575.6K,575600,24060
16,Aug 2017,$550.3K,550300,24060
16,Jul 2017,$554.4K,554400,24060
16,Jun 2017,$580.5K,580500,24060
16,May 2017,$577.5K,577500,24060
16,Apr 2017,$586.4K,586400,24060
16,Mar 2017,$574.6K,574600,24060
16,Feb 2017,$566.8K,566800,24060
16,Jan 2017,$573K,573000,24060
16,Dec 2016,$571.2K,571200,24060
16,Nov 2016,$569.8K,569800,24060
16,Oct 2016,$569.7K,569700,24060
16,Sep 2016,$564.5K,564500,24060
16,Aug 2016,$559.7K,559700,24060
16,Jul 2016,$560.6K,560600,24060
16,Jun 2016,$552.1K,552100,24060
16,May 2016,$554.5K,554500,24060
16,Apr 2016,$550K,550000,24060
16,Mar 2016,$556.7K,556700,24060
16,Feb 2016,$547.4K,547400,24060
16,Jan 2016,$534K,534000,24060
16,Dec 2015,$517.6K,517600,24060
16,Nov 2015,$516.8K,516799,24060
16,Oct 2015,$542.5K,542500,24060
16,Sep 2015,$538.2K,538200,24060
16,Aug 2015,$519.9K,519900,24060
16,Jul 2015,$519.4K,519400,24060
16,Jun 2015,$495.2K,495200,24060
16,May 2015,$506.5K,506500,24060
16,Apr 2015,$512.8K,512799,24060
16,Mar 2015,$532.9K,532900,24060
16,Feb 2015,$539.7K,539700,24060
16,Jan 2015,$534.7K,534700,24060
16,Dec 2014,$513.3K,513299,24060
16,Nov 2014,$488K,488000,24060
16,Oct 2014,$508K,508000,24060
16,Sep 2014,$511.3K,511300,24060
17,Sep 2024,$776.9K,776900,24060
17,Aug 2024,$771.8K,771800,24060
17,Jul 2024,$810.7K,810700,24060
17,Jun 2024,$811.9K,811900,24060
17,May 2024,$884K,884000,24060
17,Apr 2024,$814.6K,814600,24060
17,Mar 2024,$846.9K,846900,24060
17,Feb 2024,$838.9K,838900,24060
17,Jan 2024,$896.5K,896500,24060
17,Dec 2023,$845.4K,845400,24060
17,Nov 2023,$893.9K,893900,24060
17,Oct 2023,$833.9K,833900,24060
17,Sep 2023,$825.7K,825700,24060
17,Aug 2023,$823.8K,823800,24060
17,Jul 2023,$878.7K,878700,24060
17,Jun 2023,$884.9K,884900,24060
17,May 2023,$861.4K,861400,24060
17,Apr 2023,$834.8K,834800,24060
17,Mar 2023,$820.1K,820100,24060
17,Feb 2023,$812.5K,812500,24060
17,Jan 2023,$826.5K,826500,24060
17,Dec 2022,$851.3K,851300,24060
17,Nov 2022,$867.2K,867200,24060
17,Oct 2022,$881.4K,881400,24060
17,Sep 2022,$889.5K,889500,24060
17,Aug 2022,$897.1K,897100,24060
17,Jul 2022,$915.2K,915200,24060
17,Jun 2022,$935.6K,935600,24060
17,May 2022,$922.9K,922900,24060
17,Apr 2022,$910.7K,910700,24060
17,Mar 2022,$895.7K,895700,24060
17,Feb 2022,$876.8K,876800,24060
17,Jan 2022,$860.8K,860800,24060
17,Dec 2021,$858.5K,858500,24060
17,Nov 2021,$850K,850000,24060
17,Oct 2021,$853.4K,853400,24060
17,Sep 2021,$849.4K,849400,24060
17,Aug 2021,$850.2K,850200,24060
17,Jul 2021,$849.8K,849800,24060
17,Jun 2021,$800.7K,800700,24060
17,May 2021,$717.5K,717500,24060
17,Apr 2021,$713.9K,713900,24060
17,Mar 2021,$680.8K,680800,24060
17,Feb 2021,$659.5K,659500,24060
17,Jan 2021,$629K,629000,24060
17,Dec 2020,$654.4K,654400,24060
17,Nov 2020,$652.7K,652700,24060
17,Oct 2020,$624.8K,624800,24060
17,Sep 2020,$583.2K,583200,24060
17,Aug 2020,$627.9K,627900,24060
17,Jul 2020,$613.6K,613600,24060
17,Jun 2020,$624.9K,624900,24060
17,May 2020,$626.4K,626400,24060
17,Apr 2020,$613.8K,613800,24060
17,Mar 2020,$612.4K,612400,24060
17,Feb 2020,$721.5K,721500,24060
17,Jan 2020,$635.8K,635800,24060
17,Dec 2019,$634.8K,634800,24060
17,Nov 2019,$635.7K,635700,24060
17,Oct 2019,$678.7K,678700,24060
17,Sep 2019,$644.4K,644400,24060
17,Aug 2019,$643.2K,643200,24060
17,Jul 2019,$650.4K,650400,24060
17,Jun 2019,$634.5K,634500,24060
17,May 2019,$629.9K,629900,24060
17,Apr 2019,$635.7K,635700,24060
17,Mar 2019,$629.4K,629400,24060
17,Feb 2019,$621.1K,621100,24060
17,Jan 2019,$621.4K,621400,24060
17,Dec 2018,$619.1K,619100,24060
17,Nov 2018,$623.2K,623200,24060
17,Oct 2018,$623.2K,623200,24060
17,Sep 2018,$623.8K,623800,24060
17,Aug 2018,$624.3K,624300,24060
17,Jul 2018,$611.6K,611600,24060
17,Jun 2018,$623.9K,623900,24060
17,May 2018,$632.8K,632800,24060
17,Apr 2018,$629.2K,629200,24060
17,Mar 2018,$622.5K,622500,24060
17,Feb 2018,$622.5K,622500,24060
17,Jan 2018,$610.5K,610500,24060
17,Dec 2017,$610.2K,610200,24060
17,Nov 2017,$597.5K,597500,24060
17,Oct 2017,$594.8K,594800,24060
17,Sep 2017,$590.7K,590700,24060
17,Aug 2017,$588.6K,588600,24060
17,Jul 2017,$587.2K,587200,24060
17,Jun 2017,$589K,589000,24060
17,May 2017,$603.7K,603700,24060
17,Apr 2017,$615.2K,615200,24060
17,Mar 2017,$609.6K,609600,24060
17,Feb 2017,$621.4K,621400,24060
17,Jan 2017,$606.9K,606900,24060
17,Dec 2016,$599K,599000,24060
17,Nov 2016,$599.6K,599600,24060
17,Oct 2016,$602K,602000,24060
17,Sep 2016,$602.6K,602600,24060
17,Aug 2016,$614.4K,614400,24060
17,Jul 2016,$608K,608000,24060
17,Jun 2016,$602.5K,602500,24060
17,May 2016,$615.2K,615200,24060
17,Apr 2016,$643.5K,643500,24060
17,Mar 2016,$609.2K,609200,24060
17,Feb 2016,$596.8K,596800,24060
17,Jan 2016,$601K,601000,24060
17,Dec 2015,$652.4K,652400,24060
17,Nov 2015,$651.9K,651900,24060
17,Oct 2015,$651.1K,651100,24060
17,Sep 2015,$655K,655000,24060
17,Aug 2015,$661.7K,661700,24060
17,Jul 2015,$693.4K,693400,24060
17,Jun 2015,$692.4K,692400,24060
17,May 2015,$691.5K,691500,24060
17,Apr 2015,$695.3K,695300,24060
17,Mar 2015,$693.1K,693100,24060
17,Feb 2015,$689.3K,689300,24060
17,Jan 2015,$676.6K,676600,24060
17,Dec 2014,$623.3K,623300,24060
17,Nov 2014,$578K,578000,24060
17,Oct 2014,$608.3K,608300,24060
17,Sep 2014,$536.7K,536700,24060
18,Sep 2024,$293K,293000,24073
18,Aug 2024,$302.8K,302800,24073
18,Jul 2024,$319.2K,319200,24073
18,Jun 2024,$334.8K,334800,24073
18,May 2024,$355K,355000,24073
18,Apr 2024,$374.4K,374400,24073
18,Mar 2024,$337K,337000,24073
18,Feb 2024,$325.2K,325200,24073
18,Jan 2024,$319.3K,319300,24073
18,Dec 2023,$321.2K,321200,24073
18,Nov 2023,$327.6K,327600,24073
18,Oct 2023,$340.7K,340700,24073
18,Sep 2023,$348.6K,348600,24073
18,Aug 2023,$348.1K,348100,24073
18,Jul 2023,$333.6K,333600,24073
18,Jun 2023,$332.3K,332300,24073
18,May 2023,$301.6K,301600,24073
18,Apr 2023,$296K,296000,24073
18,Mar 2023,$295.4K,295400,24073
18,Feb 2023,$291.8K,291800,24073
18,Jan 2023,$289.1K,289100,24073
18,Dec 2022,$285.8K,285800,24073
18,Nov 2022,$290.2K,290200,24073
18,Oct 2022,$295.6K,295600,24073
18,Sep 2022,$296.1K,296100,24073
18,Aug 2022,$300.7K,300700,24073
18,Jul 2022,$264.1K,264100,24073
18,Jun 2022,$329.9K,329900,24073
18,May 2022,$328.9K,328900,24073
18,Apr 2022,$329.9K,329900,24073
18,Mar 2022,$332.2K,332200,24073
18,Feb 2022,$341.7K,341700,24073
18,Jan 2022,$341.7K,341700,24073
18,Dec 2021,$170.4K,170400,24073
18,Nov 2021,$164.2K,164200,24073
18,Oct 2021,$163.6K,163600,24073
18,Sep 2021,$163.3K,163300,24073
18,Aug 2021,$156.3K,156300,24073
18,Jul 2021,$155.7K,155700,24073
18,Jun 2021,$155K,155000,24073
18,May 2021,$154.4K,154400,24073
18,Apr 2021,$153.1K,153100,24073
18,Mar 2021,$152.5K,152500,24073
18,Feb 2021,$152K,152000,24073
18,Jan 2021,$151.2K,151200,24073
18,Dec 2020,$150.7K,150700,24073
18,Nov 2020,$179K,179000,24073
18,Oct 2020,$143K,143000,24073
18,Sep 2020,$151.3K,151300,24073
18,Aug 2020,$145.9K,145900,24073
18,Jul 2020,$145.1K,145100,24073
18,Jun 2020,$139.8K,139800,24073
18,May 2020,$139.5K,139500,24073
18,Apr 2020,$138.8K,138800,24073
18,Mar 2020,$139.5K,139500,24073
18,Feb 2020,$138.4K,138400,24073
18,Jan 2020,$138.5K,138500,24073
18,Dec 2019,$136.5K,136500,24073
18,Nov 2019,$137.7K,137700,24073
18,Oct 2019,$139.4K,139400,24073
18,Sep 2019,$133K,133000,24073
18,Aug 2019,$134.8K,134800,24073
18,Jul 2019,$131.1K,131100,24073
18,Jun 2019,$131.4K,131400,24073
18,May 2019,$131.5K,131500,24073
18,Apr 2019,$141.4K,141400,24073
18,Mar 2019,$140.9K,140900,24073
18,Feb 2019,$140.4K,140400,24073
18,Jan 2019,$137.7K,137700,24073
18,Dec 2018,$137.8K,137800,24073
18,Nov 2018,$137K,137000,24073
18,Oct 2018,$138.1K,138100,24073
18,Sep 2018,$136.7K,136700,24073
18,Aug 2018,$132.7K,132700,24073
18,Jul 2018,$137.5K,137500,24073
18,Jun 2018,$138.5K,138500,24073
18,May 2018,$136.7K,136700,24073
18,Apr 2018,$136.2K,136200,24073
18,Mar 2018,$137.2K,137200,24073
18,Feb 2018,$136.1K,136100,24073
18,Jan 2018,$133.2K,133200,24073
18,Dec 2017,$134.1K,134100,24073
18,Nov 2017,$133.9K,133900,24073
18,Oct 2017,$132.8K,132800,24073
18,Sep 2017,$131.7K,131700,24073
18,Aug 2017,$132.7K,132700,24073
18,Jul 2017,$134.6K,134600,24073
18,Jun 2017,$133.1K,133100,24073
18,May 2017,$132.5K,132500,24073
18,Apr 2017,$130.8K,130800,24073
18,Mar 2017,$132K,132000,24073
18,Feb 2017,$131.7K,131700,24073
18,Jan 2017,$130.8K,130800,24073
18,Dec 2016,$130.6K,130600,24073
18,Nov 2016,$129.4K,129400,24073
18,Oct 2016,$128.7K,128699,24073
18,Sep 2016,$127.8K,127800,24073
18,Aug 2016,$126.2K,126200,24073
18,Jul 2016,$127.1K,127100,24073
18,Jun 2016,$128.5K,128500,24073
18,May 2016,$127.5K,127500,24073
18,Apr 2016,$128.2K,128199,24073
18,Mar 2016,$127.5K,127500,24073
18,Feb 2016,$127K,127000,24073
18,Jan 2016,$126.4K,126400,24073
18,Dec 2015,$125.9K,125900,24073
18,Nov 2015,$125.3K,125300,24073
18,Oct 2015,$123.2K,123200,24073
18,Sep 2015,$125K,125000,24073
18,Aug 2015,$122.4K,122400,24073
18,Jul 2015,$123.4K,123400,24073
18,Jun 2015,$124.5K,124500,24073
18,May 2015,$124.2K,124200,24073
18,Apr 2015,$123.1K,123100,24073
18,Mar 2015,$123.5K,123500,24073
18,Feb 2015,$120.4K,120400,24073
18,Jan 2015,$119.4K,119400,24073
18,Dec 2014,$110.3K,110300,24073
18,Nov 2014,$106.8K,106800,24073
18,Oct 2014,$104.7K,104700,24073
18,Sep 2014,$108K,108000,24073
19,Sep 2024,$585.8K,585800,24073
19,Aug 2024,$583.5K,583500,24073
19,Jul 2024,$595.8K,595800,24073
19,Jun 2024,$600.3K,600300,24073
19,May 2024,$595.7K,595700,24073
19,Apr 2024,$586.4K,586400,24073
19,Mar 2024,$579.9K,579900,24073
19,Feb 2024,$554.7K,554700,24073
19,Jan 2024,$542.1K,542100,24073
19,Dec 2023,$542K,542000,24073
19,Nov 2023,$545.4K,545400,24073
19,Oct 2023,$547.1K,547100,24073
19,Sep 2023,$552.3K,552300,24073
19,Aug 2023,$548.9K,548900,24073
19,Jul 2023,$555K,555000,24073
19,Jun 2023,$555.8K,555800,24073
19,May 2023,$535.5K,535500,24073
19,Apr 2023,$526.4K,526400,24073
19,Mar 2023,$521K,521000,24073
19,Feb 2023,$512.4K,512400,24073
19,Jan 2023,$509K,509000,24073
19,Dec 2022,$513K,513000,24073
19,Nov 2022,$515.9K,515900,24073
19,Oct 2022,$520.5K,520500,24073
19,Sep 2022,$524.7K,524700,24073
19,Aug 2022,$522.9K,522900,24073
19,Jul 2022,$530.4K,530400,24073
19,Jun 2022,$538.5K,538500,24073
19,May 2022,$540K,540000,24073
19,Apr 2022,$537.6K,537600,24073
19,Mar 2022,$536.5K,536500,24073
19,Feb 2022,$509.2K,509200,24073
19,Jan 2022,$488.5K,488500,24073
19,Dec 2021,$473.1K,473100,24073
19,Nov 2021,$454.7K,454700,24073
19,Oct 2021,$453.1K,453100,24073
19,Sep 2021,$450.3K,450300,24073
19,Aug 2021,$428.9K,428900,24073
19,Jul 2021,$427.6K,427600,24073
19,Jun 2021,$425.8K,425800,24073
19,May 2021,$424.2K,424200,24073
19,Apr 2021,$418.5K,418500,24073
19,Mar 2021,$416.8K,416800,24073
19,Feb 2021,$415.1K,415100,24073
19,Jan 2021,$411.3K,411300,24073
19,Dec 2020,$409.7K,409700,24073
19,Nov 2020,$408.3K,408300,24073
19,Oct 2020,$405.2K,405200,24073
19,Sep 2020,$403.8K,403800,24073
19,Aug 2020,$402.5K,402500,24073
19,Jul 2020,$401.4K,401400,24073
19,Jun 2020,$422K,422000,24073
19,May 2020,$422K,422000,24073
19,Apr 2020,$422K,422000,24073
19,Mar 2020,$435.3K,435300,24073
19,Feb 2020,$427.8K,427800,24073
19,Jan 2020,$427.7K,427700,24073
19,Dec 2019,$432.4K,432400,24073
19,Nov 2019,$436.5K,436500,24073
19,Oct 2019,$438.4K,438400,24073
19,Sep 2019,$443.5K,443500,24073
19,Aug 2019,$469.7K,469700,24073
19,Jul 2019,$439.7K,439700,24073
19,Jun 2019,$441.7K,441700,24073
19,May 2019,$452.4K,452400,24073
19,Apr 2019,$415.7K,415700,24073
19,Mar 2019,$408.7K,408700,24073
19,Feb 2019,$408.5K,408500,24073
19,Jan 2019,$406.7K,406700,24073
19,Dec 2018,$407.6K,407600,24073
19,Nov 2018,$402.2K,402200,24073
19,Oct 2018,$402.4K,402400,24073
19,Sep 2018,$402.2K,402200,24073
19,Aug 2018,$400.1K,400100,24073
19,Jul 2018,$406.4K,406400,24073
19,Jun 2018,$407.1K,407100,24073
19,May 2018,$406K,406000,24073
19,Apr 2018,$401.5K,401500,24073
19,Mar 2018,$398.4K,398400,24073
19,Feb 2018,$395K,395000,24073
19,Jan 2018,$398.5K,398500,24073
19,Dec 2017,$412.6K,412600,24073
19,Nov 2017,$408.5K,408500,24073
19,Oct 2017,$405.1K,405100,24073
19,Sep 2017,$401.5K,401500,24073
19,Aug 2017,$408.1K,408100,24073
19,Jul 2017,$415.1K,415100,24073
19,Jun 2017,$410.3K,410300,24073
19,May 2017,$417.6K,417600,24073
19,Apr 2017,$412.4K,412400,24073
19,Mar 2017,$414.4K,414400,24073
19,Feb 2017,$410.7K,410700,24073
19,Jan 2017,$410.5K,410500,24073
19,Dec 2016,$413.8K,413800,24073
19,Nov 2016,$417.2K,417200,24073
19,Oct 2016,$416.4K,416400,24073
19,Sep 2016,$415.8K,415800,24073
19,Aug 2016,$417.5K,417500,24073
19,Jul 2016,$406.2K,406200,24073
19,Jun 2016,$405.2K,405200,24073
19,May 2016,$396.6K,396600,24073
19,Apr 2016,$391.9K,391900,24073
19,Mar 2016,$391K,391000,24073
19,Feb 2016,$392.8K,392800,24073
19,Jan 2016,$390.7K,390700,24073
19,Dec 2015,$389.3K,389300,24073
19,Nov 2015,$393.4K,393400,24073
19,Oct 2015,$391.3K,391300,24073
19,Sep 2015,$389.6K,389600,24073
19,Aug 2015,$390.4K,390400,24073
